@relation four-1

@attribute tweets String
@attribute authors{saadhariri,salehelnaami,sameh_asker,shamma}

@data
'ي سياسه تقرر فرض عقوبه دوله وجب تفريق امر قدره الحاق اذى ثاني استجابه ضحيه الم متوقع امر وجب قياس عقوبه منظور عقل حكمه امريكا قرر فرض عقوبه نجح نسبي اذى ايران استجاب ظهر تماسك',sameh_asker
'ورو امريكا صين',sameh_asker
'ازهر صلح تجديد اعترف فتح افتخر غزو ضد شعب اخر اساس مذهب حنبلي تقليد فعل صحابه دخل فكر ازهر سبعين تاثير وهابي ثانياالازهر حالي مشبع فكره شيطاني اخر دخل فعل سياسه',sameh_asker
'يس قومي اسلامي وحد صاحب نظريه مثقف مؤرخ كبير شرق اوسط مر مرحله استعمار موظف نتيجه خدمه مستعمر اسرائيل اشعل جانب ديني قومي مرحله تسبب غرب اشعل اصولي اسلامي حرب افغانستان تجاهل',sameh_asker
'لذ وسع حرب خاض فعل كره ان دائم خيار اخير فكر يساري عرف صدمه منتج تنوير معنى بشر طبيعي عرف صدم مثقف عرف حذر كون قارئ تاريخ ذكاء فلسفه امكن تنبؤ حدث',sameh_asker
'خطا شائع عوام فلك كوكب وجب مجموعه شمسي خاص احد نجومهذا صحيح نسبه كبير كوكب درب تبان متجول حر بلغ عدد عشر مليار وجود عرف ب كوكب جوال يتيم مرتبط نجم',sameh_asker
'ينفظر حزن شعب غزه عدو صهيوني رحم سرق ارض مال نفس فصيل اهم حياه مسكين كسب جوله سياسه ياقوم رجل رشيد موازي قوه مختل شده عالم عد اهم عربي سقط شهيد غزاوي ل الله',sameh_asker
'نبا افراج شيخ فاضل معلم مستنير حسن فرحان مالكي بعث تفاؤل امل مصالحه عقليه انتقال مجتمع سعودي عصر جديد وهابي شوكه نفوذ سجن شيخ مبروك مولى باحث مدقق اسره تلميذ',sameh_asker
'كفر سلفي مذهب مسلم كفر علمانيه فضح خلط دين سياسه طمع سلطه كفر اشعري فضح تشبيه تجسيم الله ل صفه بشر عضويه كفر شيعه فضح ناصبيتهم كذب الله رسول صحابه ال بيت',sameh_asker
'ع احترام شديد شعب اماراتي عزيز ادعاء اماره حضاره 1 ۰ ۰ الف عام ادعاء سخيف احمق تجاوز اصل علمي جهل تاريخ بشريه تجمع نهر وديانومع فرضي وجود بشر ساحل ابو ظبي عنى وجود حضاره كف تزوير',sameh_asker
'قيق مجرب سوء فهم غالب سبب ارتفاع مستوى ذكاء واحد انخفاض اخراو سوء عرض فكره احد فقدان جو لازم حوار هدوء نفس صوت منخفض عدم مقاطعهالخ',sameh_asker
'كثر دوله معرض انفجار وباء ب و و ضعف قطاع صحي لفقرهمبل طبيعه حاكم يميني عنصريه تقديم ربح ارواحفضلا حماقه عزله واقعوالشئ مشترك انكر وباء بدايه واقعيه',sameh_asker
'ا وجد اسهل اتهام اخر صعب اثبات صحه انسان متعجرف جاهل دائم تساهل اتهام نظر عاقبه خلق كذبه ونصدقهاثم استغرب ضحيه نجح اقناع ناس نفس ندر جزاء كذب استهتار عقل جمهور',sameh_asker
'علان سياسي حرب فكره مرعب اشد رعب تاييد مثقف نفس حرب',sameh_asker
'سوا اصاب دوله قرار لحظه غضب فشل حب كثره وعد انسان عاطفي وفى وعد غالب تنفيذ وعد عمل عقل صرف تعلق قدره انسان حسن تدبير غاضب عقل قرار وقت خطا عدم دراسه تنبؤ نتيجه',sameh_asker
'شيخ ابن تيميه كذب كثير ادعى بطوله ل مزيف كتب لقاء زعيم تتر محمود غاز اشبه عفريت ب شكل علم زعم لقاء غاز حضر امام شمس دين ذهبي ذكر كتب شهد ابن تيميه حضور',sameh_asker
'حقيقه ماعنديش اعتراض خالف شحرور تهجم حر سقط ايه قراني حفظ قران حفظ بخاري',sameh_asker
'قول حجر اسود ابيض تغير لون اسود خطيئه بشر صحيح لماذا وجد حجر ابيض ان ساد اصاب شئ رغم ذنب امارمكم خيار ناس بطل اذنب صالح حديث حجر اسود مكذوب مؤلف يستغفل مسلم',sameh_asker
'حل غبي ترك نال مصير محتوم رفض نصيحه',sameh_asker
'قصه شيخ صديق عزيز كبير امام وقف مصري افتى وجوب اعتذار مسلم ازهر فتح اسوه اعتذار فاتيكان حرب صليبي ثار ضد متطرف تعرض ضغط تكفير ازهر جهادي عوده رغم فتوى ايد قران سلوك صحابه',sameh_asker
'فجوه اتسع حضاره غربي راى كائن اخر مفهوم راى كائن استحق دراسه',sameh_asker
'حدث مصر شيخ صوفي ادعى نبوه رساله وسط حشد جمهور هتف ل اسم صالح ابو خليل محافظه شرقي فعل طرح سؤال حدث عصر قديم فقيه شيخ مسلم سيطره عوام طريقه ورث تقديس امام وجه حق',sameh_asker
'رح قضيه ايجور تركستان شرقي رحله تاريخي سياسي فكري قصه ايجور مصحوب رؤيه شمولي صراع دولي تاثير مستقبل حاضر شعب تركي',sameh_asker
'يس عربي رفض خلافه ترك تنوير عقل ظن احق ولايه تركي فارسي حبشيالخ رفض مبدا خلافه محدود عدد محصور نطاق نخبه علمانيه مثقف مستقل ايدلوجيا اسلام سياسي',sameh_asker
'عمالصين ضرب يابان قنبله ذري احتل عراق فيتنام افغانستان حاصر شعب فنزويلا وايرانوقتلت مليون طفل عراقي حصار تسعين قتل مئه الف شرد مليون حرب امريكا لاتيني صين حكم خرق اجاد انسحاب تغريد تويتر',sameh_asker
'تعرض سفاره عمل اهوج عقلاني مات دبلوماسيه صله سجل استنكاري اقتحام حرق سفاره امريكي عراق قنصلي سفاره سمعه جهه عسكري امن عراق ان حشد ضد ايران ثاني ضد امريكاوكلاهما تصرف حكمه',sameh_asker
'ي اعلام مصري كثر برنامج دجال منجم مدعي علم غيب حظ دليل غياب علم عقل ثقافه شكل ملحوظ نظريه فراغاذا غاب عقل حضر جهل احوج ان علم وباء اراد نغلط تصدير جاهل غبي ليقودونافهل رجل رشيد صحح وضع',sameh_asker
'وجد مصطلح اسم اكزينوفوبيا رهاب اجنبي كثر مجتمع مغلق شائع عنصريه شوفيني اتجاه متطرف راديكالي ضد اخر علامه شيوع جهل تطرف معا تم تصنيف مصطلح اسم احد مرض رهاب نفسي ضد اخر مجمل',sameh_asker
'حيف نيويورك تايمز امريكي قال ايران وقود كافي صنع قنبله نووي عنى وصل تخصيب يورانيوم مرحله متقدم جد اعلان تجربه ذري ايراني مساله وقت ترىهل عالم مستعد ان قبول ايران نووي نتيجه',sameh_asker
'ممثل دال بحيري مسلسل فلانتينو اراد تقمص شخصيه فلاح متعجرف شكل نبره صوت مش مساعد ظن مخرج مسلسل رامي امام اراد اكتشاف دال دور ارستقراطي كالعادهلكنه فشل ممثل صلح دور ارستقراطي جادحتى كوميدي رديء',sameh_asker
'حليل شرح وضع نهايه قصف ايراني امريكا صفحه فيس بوك',sameh_asker
'قال بكر بغدادي انتحر فجر نفس زوجه صرخ قال علي عدو يارب',sameh_asker
'ور ابن تيميه تاسيس ارهاب دور مؤسس دين مذهب رجل وضع خطه مرحله تاسيس دوله اسلامي شريعه تكفير غربه شعوري حسبه ولاء بريء تقسيم توحيد دعوه فج قتل خالف قانون دوله لفظ شهير يستتاب قتل',sameh_asker
'عبره عدد كتاب قرا وعي ادراك تسامح قارئ شرير قرا مليون كتاب شرير وظف قراءه خدمه عدوانيه جهل متسامح كفى كتاب واحد ينير ارض خدمه علم',sameh_asker
'شد عاقل تاييد راي قرار امر معقد غايه حشد قطيع احتاج راعي و كلب شكسبير',sameh_asker
'عراض صرع ظهر ايض حيوان شيخ عام اثر ركوب جان لبس عفريت حقيقه مرض عصبي علم نفس جهل متفشي ساعد كاهن ترويج خروف اسم دين منظر محزن خصوص اصاب ضعف ملك غابه',sameh_asker
'صيحه مثقف كتاب سوشال ميدي ربط نفس شخص زعيم رجل دين مسؤول دافع تحمل وزر خطا حمل قارئ ناس ذنب ميت بقي صفحه اسود حياه مؤشر انحدار حدث تغيير سقط زعيم مات رب امسك اذى منتقم قدر الله',sameh_asker
'سؤال صديق قال لماذا انتج مصر مسلسل فني تناول سيره امام علي ابن طالب قال انتاج مسلسل فيلم امام علي ابن طالب ابن حسن حسين مصر محظور اشعل خلاف طائفي اسلامي معروف حدث فتره مؤقت حياه',sameh_asker
'شريعه قانون طبق ضعفاءفلا نسب ظلم الله زعم ان اراد شريعه ظالم',sameh_asker
'ن شهر كذب ترامبهي كذبه اختبار رجل شهر مارس قال شخص امكان اجراء اختبار ابريل تراجع قال حاجه اجراء اختبار اراد هان شان فيروس انتشر حصد روح امريكي حقيقه اختبار امريكا مكلف رقم معلن كاذب',sameh_asker
